product,date,market,description,source_url,price,quantity,unit,origin,quality,product_clean,market_clean,unit_price,month,year,season,product_category,price_category
Bœuf,2025-11-17,MIN de Lille,Bœuf Extra - Belgique,https://rnm.franceagrimer.fr/prix?BŒUF,29.09,3,litre,Belgique,Extra,Bœuf,MIN de Lille,29.09,11,2025,Automne,Viande,>20€
Cerise,2025-12-31,MIN de Perpignan,Cerise Cat. II - France,https://rnm.franceagrimer.fr/prix?CERISE,9.09,5,kg,France,Cat. II,Cerise,MIN de Perpignan,9.09,12,2025,Hiver,Fruits,5-10€
Agneau,2025-11-25,MIN de Rungis,Agneau Bio - France,https://rnm.franceagrimer.fr/prix?AGNEAU,31.51,3,pièce,France,Bio,Agneau,MIN de Rungis,31.51,11,2025,Automne,Viande,>20€
Citron,2025-12-26,MIN de Lille,Citron Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?CITRON,8.86,7,pièce,Pays-Bas,Cat. II,Citron,MIN de Lille,8.86,12,2025,Hiver,Fruits,5-10€
Crème,2026-01-07,MIN de Perpignan,Crème Cat. II - France,https://rnm.franceagrimer.fr/prix?CRÈME,11.63,4,pièce,France,Cat. II,Crème,MIN de Perpignan,11.63,1,2026,Hiver,Produits laitiers,10-20€
Beurre,2026-01-31,MIN d'Avignon,Beurre Extra - Belgique,https://rnm.franceagrimer.fr/prix?BEURRE,9.0,3,pièce,Belgique,Extra,Beurre,MIN d'Avignon,9.0,1,2026,Hiver,Produits laitiers,5-10€
Banane,2026-01-04,MIN de Nantes,Banane Extra - Allemagne,https://rnm.franceagrimer.fr/prix?BANANE,14.62,8,litre,Allemagne,Extra,Banane,MIN de Nantes,14.62,1,2026,Hiver,Fruits,10-20€
Oignon,2025-11-12,MIN de Bordeaux,Oignon Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?OIGNON,2.89,5,litre,Portugal,Cat. II,Oignon,MIN de Bordeaux,2.89,11,2025,Automne,Légumes,2-5€
Haricot vert,2025-11-26,MIN de Paris,Haricot vert Extra - Espagne,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,6.75,6,kg,Espagne,Extra,Haricot Vert,MIN de Paris,6.75,11,2025,Automne,Légumes,5-10€
Haricot vert,2025-12-17,MIN de Strasbourg,Haricot vert Extra - Italie,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,7.69,6,pièce,Italie,Extra,Haricot Vert,MIN de Strasbourg,7.69,12,2025,Hiver,Légumes,5-10€
Poireau,2025-11-23,MIN de Bordeaux,Poireau Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?POIREAU,4.46,3,litre,Espagne,Cat. II,Poireau,MIN de Bordeaux,4.46,11,2025,Automne,Légumes,2-5€
Pastèque,2025-11-17,MIN de Lille,Pastèque Cat. II - France,https://rnm.franceagrimer.fr/prix?PASTÈQUE,3.28,4,kg,France,Cat. II,Pastèque,MIN de Lille,3.28,11,2025,Automne,Fruits,2-5€
Bœuf,2026-01-09,MIN d'Avignon,Bœuf Bio - Maroc,https://rnm.franceagrimer.fr/prix?BŒUF,28.54,4,litre,Maroc,Bio,Bœuf,MIN d'Avignon,28.54,1,2026,Hiver,Viande,>20€
Yaourt,2025-12-16,MIN de Bordeaux,Yaourt Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?YAOURT,6.14,3,litre,Allemagne,Cat. II,Yaourt,MIN de Bordeaux,6.14,12,2025,Hiver,Produits laitiers,5-10€
Fromage de chèvre,2025-11-18,MIN d'Avignon,Fromage de chèvre Bio - Maroc,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,13.55,7,kg,Maroc,Bio,Fromage De Chèvre,MIN d'Avignon,13.55,11,2025,Automne,Produits laitiers,10-20€
Cheval,2025-11-16,MIN de Toulouse,Cheval Cat. II - Italie,https://rnm.franceagrimer.fr/prix?CHEVAL,26.26,5,litre,Italie,Cat. II,Cheval,MIN de Toulouse,26.26,11,2025,Automne,Viande,>20€
Courgette,2026-01-08,MIN de Toulouse,Courgette Extra - Allemagne,https://rnm.franceagrimer.fr/prix?COURGETTE,4.42,9,kg,Allemagne,Extra,Courgette,MIN de Toulouse,4.42,1,2026,Hiver,Légumes,2-5€
Crème,2025-11-09,MIN de Marseille,Crème Cat. I - Italie,https://rnm.franceagrimer.fr/prix?CRÈME,12.39,9,litre,Italie,Cat. I,Crème,MIN de Marseille,12.39,11,2025,Automne,Produits laitiers,10-20€
Orange,2025-11-19,MIN de Perpignan,Orange Bio - France,https://rnm.franceagrimer.fr/prix?ORANGE,9.87,2,pièce,France,Bio,Orange,MIN de Perpignan,9.87,11,2025,Automne,Fruits,5-10€
Courgette,2025-11-17,MIN de Perpignan,Courgette Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?COURGETTE,4.78,3,kg,Pays-Bas,Cat. I,Courgette,MIN de Perpignan,4.78,11,2025,Automne,Légumes,2-5€
Tomate,2025-11-03,MIN de Marseille,Tomate Bio - Allemagne,https://rnm.franceagrimer.fr/prix?TOMATE,3.23,9,litre,Allemagne,Bio,Tomate,MIN de Marseille,3.23,11,2025,Automne,Légumes,2-5€
Lait,2026-01-25,MIN d'Avignon,Lait Extra - Portugal,https://rnm.franceagrimer.fr/prix?LAIT,8.17,5,pièce,Portugal,Extra,Lait,MIN d'Avignon,8.17,1,2026,Hiver,Produits laitiers,5-10€
Bœuf,2026-01-25,MIN de Rungis,Bœuf Bio - Belgique,https://rnm.franceagrimer.fr/prix?BŒUF,29.89,8,pièce,Belgique,Bio,Bœuf,MIN de Rungis,29.89,1,2026,Hiver,Viande,>20€
Cheval,2025-11-09,MIN de Paris,Cheval Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?CHEVAL,23.61,5,pièce,Allemagne,Cat. I,Cheval,MIN de Paris,23.61,11,2025,Automne,Viande,>20€
Lapin,2025-12-17,MIN de Bordeaux,Lapin Cat. II - Italie,https://rnm.franceagrimer.fr/prix?LAPIN,24.25,9,pièce,Italie,Cat. II,Lapin,MIN de Bordeaux,24.25,12,2025,Hiver,Viande,>20€
Cerise,2026-01-16,MIN de Bordeaux,Cerise Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?CERISE,11.49,8,litre,Pays-Bas,Bio,Cerise,MIN de Bordeaux,11.49,1,2026,Hiver,Fruits,10-20€
Ail,2026-01-28,MIN d'Avignon,Ail Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?AIL,6.99,2,pièce,Maroc,Cat. I,Ail,MIN d'Avignon,6.99,1,2026,Hiver,Légumes,5-10€
Oignon,2025-12-20,MIN de Marseille,Oignon Cat. I - Italie,https://rnm.franceagrimer.fr/prix?OIGNON,3.66,5,pièce,Italie,Cat. I,Oignon,MIN de Marseille,3.66,12,2025,Hiver,Légumes,2-5€
Lapin,2025-12-20,MIN de Perpignan,Lapin Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?LAPIN,27.67,3,pièce,Espagne,Cat. II,Lapin,MIN de Perpignan,27.67,12,2025,Hiver,Viande,>20€
Tomate,2025-11-12,MIN de Lyon,Tomate Bio - Belgique,https://rnm.franceagrimer.fr/prix?TOMATE,2.91,1,pièce,Belgique,Bio,Tomate,MIN de Lyon,2.91,11,2025,Automne,Légumes,2-5€
Citron,2025-12-30,MIN de Paris,Citron Bio - Portugal,https://rnm.franceagrimer.fr/prix?CITRON,8.31,7,litre,Portugal,Bio,Citron,MIN de Paris,8.31,12,2025,Hiver,Fruits,5-10€
Veau,2025-12-28,MIN d'Avignon,Veau Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?VEAU,32.94,3,litre,Belgique,Cat. I,Veau,MIN d'Avignon,32.94,12,2025,Hiver,Viande,>20€
Salade,2025-11-09,MIN de Bordeaux,Salade Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?SALADE,5.22,1,kg,Pays-Bas,Cat. I,Salade,MIN de Bordeaux,5.22,11,2025,Automne,Légumes,5-10€
Agneau,2026-01-01,MIN de Marseille,Agneau Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?AGNEAU,35.47,7,kg,Espagne,Cat. II,Agneau,MIN de Marseille,35.47,1,2026,Hiver,Viande,>20€
Poivron,2025-11-22,MIN de Nantes,Poivron Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?POIVRON,3.11,10,kg,Allemagne,Cat. I,Poivron,MIN de Nantes,3.11,11,2025,Automne,Légumes,2-5€
Agneau,2026-01-30,MIN de Perpignan,Agneau Bio - France,https://rnm.franceagrimer.fr/prix?AGNEAU,27.67,5,kg,France,Bio,Agneau,MIN de Perpignan,27.67,1,2026,Hiver,Viande,>20€
Poireau,2025-11-20,MIN de Toulouse,Poireau Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?POIREAU,3.94,6,pièce,Espagne,Cat. I,Poireau,MIN de Toulouse,3.94,11,2025,Automne,Légumes,2-5€
Lait,2026-01-08,MIN de Lyon,Lait Bio - Espagne,https://rnm.franceagrimer.fr/prix?LAIT,8.8,8,pièce,Espagne,Bio,Lait,MIN de Lyon,8.8,1,2026,Hiver,Produits laitiers,5-10€
Tomate,2026-01-29,MIN de Marseille,Tomate Bio - Espagne,https://rnm.franceagrimer.fr/prix?TOMATE,3.2,10,kg,Espagne,Bio,Tomate,MIN de Marseille,3.2,1,2026,Hiver,Légumes,2-5€
Volaille,2025-11-19,MIN de Marseille,Volaille Extra - Belgique,https://rnm.franceagrimer.fr/prix?VOLAILLE,23.54,1,litre,Belgique,Extra,Volaille,MIN de Marseille,23.54,11,2025,Automne,Viande,>20€
Pomme,2025-11-13,MIN de Toulouse,Pomme Extra - Italie,https://rnm.franceagrimer.fr/prix?POMME,8.43,2,pièce,Italie,Extra,Pomme,MIN de Toulouse,8.43,11,2025,Automne,Fruits,5-10€
Lapin,2025-12-03,MIN d'Avignon,Lapin Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?LAPIN,25.98,9,kg,Espagne,Cat. II,Lapin,MIN d'Avignon,25.98,12,2025,Hiver,Viande,>20€
Haricot vert,2026-01-09,MIN de Lyon,Haricot vert Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,7.09,2,kg,Allemagne,Cat. II,Haricot Vert,MIN de Lyon,7.09,1,2026,Hiver,Légumes,5-10€
Agneau,2025-12-12,MIN d'Avignon,Agneau Cat. I - France,https://rnm.franceagrimer.fr/prix?AGNEAU,24.76,10,kg,France,Cat. I,Agneau,MIN d'Avignon,24.76,12,2025,Hiver,Viande,>20€
Raisin,2026-01-28,MIN de Marseille,Raisin Extra - Espagne,https://rnm.franceagrimer.fr/prix?RAISIN,11.46,2,pièce,Espagne,Extra,Raisin,MIN de Marseille,11.46,1,2026,Hiver,Fruits,10-20€
Poulet,2025-11-25,MIN de Strasbourg,Poulet Extra - Espagne,https://rnm.franceagrimer.fr/prix?POULET,15.7,6,pièce,Espagne,Extra,Poulet,MIN de Strasbourg,15.7,11,2025,Automne,Viande,10-20€
Pomme,2025-11-09,MIN de Toulouse,Pomme Bio - Maroc,https://rnm.franceagrimer.fr/prix?POMME,9.12,9,litre,Maroc,Bio,Pomme,MIN de Toulouse,9.12,11,2025,Automne,Fruits,5-10€
Salade,2026-01-17,MIN de Paris,Salade Bio - Espagne,https://rnm.franceagrimer.fr/prix?SALADE,5.91,10,kg,Espagne,Bio,Salade,MIN de Paris,5.91,1,2026,Hiver,Légumes,5-10€
Tomate,2025-11-05,MIN de Rungis,Tomate Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?TOMATE,3.43,5,pièce,Belgique,Cat. II,Tomate,MIN de Rungis,3.43,11,2025,Automne,Légumes,2-5€
Fromage de chèvre,2025-11-19,MIN de Nice,Fromage de chèvre Bio - Maroc,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,13.37,2,litre,Maroc,Bio,Fromage De Chèvre,MIN de Nice,13.37,11,2025,Automne,Produits laitiers,10-20€
Oignon,2025-11-05,MIN de Toulouse,Oignon Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?OIGNON,3.74,5,pièce,Belgique,Cat. II,Oignon,MIN de Toulouse,3.74,11,2025,Automne,Légumes,2-5€
Raisin,2025-12-24,MIN de Strasbourg,Raisin Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?RAISIN,13.15,7,pièce,Pays-Bas,Extra,Raisin,MIN de Strasbourg,13.15,12,2025,Hiver,Fruits,10-20€
Chou,2025-12-28,MIN d'Avignon,Chou Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?CHOU,6.5,9,litre,Espagne,Cat. I,Chou,MIN d'Avignon,6.5,12,2025,Hiver,Légumes,5-10€
Poivron,2026-01-15,MIN de Toulouse,Poivron Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?POIVRON,3.1,3,pièce,Pays-Bas,Cat. II,Poivron,MIN de Toulouse,3.1,1,2026,Hiver,Légumes,2-5€
Aubergine,2025-11-27,MIN de Nantes,Aubergine Extra - Italie,https://rnm.franceagrimer.fr/prix?AUBERGINE,2.39,10,kg,Italie,Extra,Aubergine,MIN de Nantes,2.39,11,2025,Automne,Légumes,2-5€
Lait,2025-11-08,MIN de Marseille,Lait Bio - Italie,https://rnm.franceagrimer.fr/prix?LAIT,9.09,1,pièce,Italie,Bio,Lait,MIN de Marseille,9.09,11,2025,Automne,Produits laitiers,5-10€
Agneau,2026-01-25,MIN de Nantes,Agneau Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?AGNEAU,26.65,9,pièce,Portugal,Cat. II,Agneau,MIN de Nantes,26.65,1,2026,Hiver,Viande,>20€
Yaourt,2026-01-13,MIN de Marseille,Yaourt Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?YAOURT,6.06,7,pièce,Portugal,Cat. II,Yaourt,MIN de Marseille,6.06,1,2026,Hiver,Produits laitiers,5-10€
Oignon,2025-11-22,MIN de Nantes,Oignon Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?OIGNON,3.41,5,kg,Espagne,Cat. II,Oignon,MIN de Nantes,3.41,11,2025,Automne,Légumes,2-5€
Lapin,2026-01-20,MIN de Lille,Lapin Extra - Italie,https://rnm.franceagrimer.fr/prix?LAPIN,27.61,6,kg,Italie,Extra,Lapin,MIN de Lille,27.61,1,2026,Hiver,Viande,>20€
Fromage de chèvre,2025-12-16,MIN de Paris,Fromage de chèvre Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,13.97,6,kg,Allemagne,Cat. I,Fromage De Chèvre,MIN de Paris,13.97,12,2025,Hiver,Produits laitiers,10-20€
Tomate,2026-01-31,MIN de Nice,Tomate Extra - Espagne,https://rnm.franceagrimer.fr/prix?TOMATE,2.95,4,pièce,Espagne,Extra,Tomate,MIN de Nice,2.95,1,2026,Hiver,Légumes,2-5€
Bœuf,2026-01-18,MIN de Lille,Bœuf Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?BŒUF,24.51,8,litre,Maroc,Cat. II,Bœuf,MIN de Lille,24.51,1,2026,Hiver,Viande,>20€
Oignon,2025-12-17,MIN de Lyon,Oignon Extra - Belgique,https://rnm.franceagrimer.fr/prix?OIGNON,2.89,8,pièce,Belgique,Extra,Oignon,MIN de Lyon,2.89,12,2025,Hiver,Légumes,2-5€
Tomate,2026-01-05,MIN de Paris,Tomate Bio - Espagne,https://rnm.franceagrimer.fr/prix?TOMATE,2.9,8,litre,Espagne,Bio,Tomate,MIN de Paris,2.9,1,2026,Hiver,Légumes,2-5€
Lapin,2026-01-31,MIN de Nantes,Lapin Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?LAPIN,23.5,5,kg,Pays-Bas,Cat. I,Lapin,MIN de Nantes,23.5,1,2026,Hiver,Viande,>20€
Fromage de chèvre,2026-01-07,MIN d'Avignon,Fromage de chèvre Extra - Belgique,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,15.35,8,kg,Belgique,Extra,Fromage De Chèvre,MIN d'Avignon,15.35,1,2026,Hiver,Produits laitiers,10-20€
Carotte,2025-11-08,MIN de Nantes,Carotte Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?CAROTTE,3.9,5,litre,Allemagne,Cat. II,Carotte,MIN de Nantes,3.9,11,2025,Automne,Légumes,2-5€
Oignon,2025-12-10,MIN de Toulouse,Oignon Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?OIGNON,3.04,9,kg,Pays-Bas,Extra,Oignon,MIN de Toulouse,3.04,12,2025,Hiver,Légumes,2-5€
Cerise,2025-11-14,MIN de Lille,Cerise Bio - Belgique,https://rnm.franceagrimer.fr/prix?CERISE,7.0,1,litre,Belgique,Bio,Cerise,MIN de Lille,7.0,11,2025,Automne,Fruits,5-10€
Salade,2026-01-11,MIN de Marseille,Salade Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?SALADE,5.21,7,pièce,Pays-Bas,Extra,Salade,MIN de Marseille,5.21,1,2026,Hiver,Légumes,5-10€
Fraise,2025-11-22,MIN de Nantes,Fraise Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?FRAISE,2.75,5,pièce,Pays-Bas,Extra,Fraise,MIN de Nantes,2.75,11,2025,Automne,Fruits,2-5€
Lapin,2026-02-01,MIN de Marseille,Lapin Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?LAPIN,26.19,3,kg,Maroc,Cat. II,Lapin,MIN de Marseille,26.19,2,2026,Hiver,Viande,>20€
Haricot vert,2025-12-24,MIN de Perpignan,Haricot vert Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,7.21,9,pièce,Espagne,Cat. I,Haricot Vert,MIN de Perpignan,7.21,12,2025,Hiver,Légumes,5-10€
Oignon,2026-01-23,MIN de Bordeaux,Oignon Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?OIGNON,3.26,5,kg,Espagne,Cat. II,Oignon,MIN de Bordeaux,3.26,1,2026,Hiver,Légumes,2-5€
Banane,2026-02-01,MIN de Nice,Banane Extra - Allemagne,https://rnm.franceagrimer.fr/prix?BANANE,14.98,3,pièce,Allemagne,Extra,Banane,MIN de Nice,14.98,2,2026,Hiver,Fruits,10-20€
Volaille,2025-11-14,MIN de Toulouse,Volaille Cat. II - Italie,https://rnm.franceagrimer.fr/prix?VOLAILLE,22.08,9,pièce,Italie,Cat. II,Volaille,MIN de Toulouse,22.08,11,2025,Automne,Viande,>20€
Pastèque,2025-12-15,MIN de Perpignan,Pastèque Bio - Allemagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,5.08,5,pièce,Allemagne,Bio,Pastèque,MIN de Perpignan,5.08,12,2025,Hiver,Fruits,5-10€
Tomate,2025-11-11,MIN de Nice,Tomate Bio - Espagne,https://rnm.franceagrimer.fr/prix?TOMATE,3.48,7,kg,Espagne,Bio,Tomate,MIN de Nice,3.48,11,2025,Automne,Légumes,2-5€
Bœuf,2025-12-26,MIN de Bordeaux,Bœuf Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?BŒUF,23.9,8,pièce,Espagne,Cat. I,Bœuf,MIN de Bordeaux,23.9,12,2025,Hiver,Viande,>20€
Lapin,2026-01-03,MIN de Paris,Lapin Extra - Portugal,https://rnm.franceagrimer.fr/prix?LAPIN,22.13,9,pièce,Portugal,Extra,Lapin,MIN de Paris,22.13,1,2026,Hiver,Viande,>20€
Agneau,2026-01-07,MIN de Perpignan,Agneau Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?AGNEAU,28.38,8,litre,Pays-Bas,Bio,Agneau,MIN de Perpignan,28.38,1,2026,Hiver,Viande,>20€
Haricot vert,2025-12-10,MIN de Rungis,Haricot vert Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,8.15,6,litre,Espagne,Cat. II,Haricot Vert,MIN de Rungis,8.15,12,2025,Hiver,Légumes,5-10€
Cerise,2025-11-07,MIN de Strasbourg,Cerise Cat. II - Italie,https://rnm.franceagrimer.fr/prix?CERISE,6.61,7,litre,Italie,Cat. II,Cerise,MIN de Strasbourg,6.61,11,2025,Automne,Fruits,5-10€
Veau,2025-12-13,MIN de Lyon,Veau Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?VEAU,20.17,9,pièce,Allemagne,Cat. I,Veau,MIN de Lyon,20.17,12,2025,Hiver,Viande,>20€
Porc,2025-11-13,MIN de Lyon,Porc Extra - Allemagne,https://rnm.franceagrimer.fr/prix?PORC,28.04,8,kg,Allemagne,Extra,Porc,MIN de Lyon,28.04,11,2025,Automne,Viande,>20€
Fraise,2025-11-09,MIN de Toulouse,Fraise Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?FRAISE,3.41,2,pièce,Pays-Bas,Bio,Fraise,MIN de Toulouse,3.41,11,2025,Automne,Fruits,2-5€
Fraise,2025-12-14,MIN de Paris,Fraise Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?FRAISE,4.08,4,kg,Maroc,Cat. II,Fraise,MIN de Paris,4.08,12,2025,Hiver,Fruits,2-5€
Haricot vert,2025-11-15,MIN de Perpignan,Haricot vert Bio - Maroc,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,7.69,10,kg,Maroc,Bio,Haricot Vert,MIN de Perpignan,7.69,11,2025,Automne,Légumes,5-10€
Orange,2025-12-28,MIN de Marseille,Orange Cat. I - France,https://rnm.franceagrimer.fr/prix?ORANGE,12.56,8,pièce,France,Cat. I,Orange,MIN de Marseille,12.56,12,2025,Hiver,Fruits,10-20€
Courgette,2025-11-14,MIN de Marseille,Courgette Bio - Portugal,https://rnm.franceagrimer.fr/prix?COURGETTE,3.95,5,pièce,Portugal,Bio,Courgette,MIN de Marseille,3.95,11,2025,Automne,Légumes,2-5€
Tomate,2026-01-11,MIN de Perpignan,Tomate Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?TOMATE,3.51,1,kg,Belgique,Cat. I,Tomate,MIN de Perpignan,3.51,1,2026,Hiver,Légumes,2-5€
Agneau,2025-11-13,MIN d'Avignon,Agneau Bio - Maroc,https://rnm.franceagrimer.fr/prix?AGNEAU,37.51,2,litre,Maroc,Bio,Agneau,MIN d'Avignon,37.51,11,2025,Automne,Viande,>20€
Orange,2026-01-15,MIN de Paris,Orange Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?ORANGE,12.93,9,pièce,Espagne,Cat. I,Orange,MIN de Paris,12.93,1,2026,Hiver,Fruits,10-20€
